Estacion;FECHA (YYMMDD);HORA (HHMM);MP10;MP2_5;CO;NO;NO2;O3;Humedad;Temperatura;Viento_v
La Florida;50909;0;25,875;165,417;;;;;;;
La Florida;50910;0;272,083;17,125;;;;;;;
La Florida;50911;0;438,333;280,833;;;;;;;
La Florida;50912;0;660,833;280,833;;;;;;;
La Florida;50913;0;531,666;19,375;;;;;;;
La Florida;50914;0;399,166;176,667;;;;;;;
La Florida;50915;0;810,833;34,5;;;;;;;
La Florida;50916;0;96;42,375;;;;;;;
La Florida;50917;0;960,416;509,166;;;;;;;
La Florida;50918;0;100,167;55,625;;;;;;;
La Florida;50919;0;67,625;320,833;;;;;;;
La Florida;50920;0;579,583;290,417;;;;;;;
La Florida;50921;0;660,416;307,727;;;;;;;
La Florida;50922;0;557,916;230,417;;;;;;;
La Florida;50923;0;467,083;212,917;;;;;;;
La Florida;50924;0;596,666;276,667;;;;;;;
La Florida;50925;0;529,166;240,833;;;;;;;
La Florida;50926;0;590,833;259,167;;;;;;;
La Florida;50927;0;569,166;294,583;;;;;;;
La Florida;50928;0;465,833;244,583;;;;;;;
La Florida;50929;0;379,166;169,583;;;;;;;
La Florida;50930;0;651,666;251,667;;;;;;;
La Florida;51001;0;669,166;27,25;;;;;;;
La Florida;51002;0;224,167;135,833;;;;;;;
La Florida;51003;0;229,583;10,625;;;;;;;
La Florida;51004;0;290,417;107,917;;;;;;;
La Florida;51005;0;450,833;16,875;;;;;;;
La Florida;51006;0;634,583;324,583;;;;;;;
La Florida;51007;0;61,875;285,417;;;;;;;
La Florida;51008;0;785,416;336,666;;;;;;;
La Florida;51009;0;56,625;235,417;;;;;;;
La Florida;51010;0;459,583;225,833;;;;;;;
La Florida;51011;0;528,333;23;;;;;;;
La Florida;51012;0;494,583;175,417;;;;;;;
La Florida;51013;0;581,666;21,75;;;;;;;
La Florida;51014;0;56,875;207,083;;;;;;;
La Florida;51015;0;47,5;20,625;;;;;;;
La Florida;51016;0;522,916;240,833;;;;;;;
La Florida;51017;0;709,583;27,125;;;;;;;
La Florida;51018;0;72,875;264,167;;;;;;;
La Florida;51019;0;834,583;302,083;;;;;;;
La Florida;51020;0;69,5;35,5;;;;;;;
La Florida;51021;0;767,916;37,75;;;;;;;
La Florida;51022;0;73,25;257,083;;;;;;;
La Florida;51023;0;605,416;244,583;;;;;;;
La Florida;51024;0;358,333;17,25;;;;;;;
La Florida;51025;0;474,166;23,75;;;;;;;
La Florida;51026;0;43,625;177,083;;;;;;;
La Florida;51027;0;500,833;19,25;;;;;;;
La Florida;51028;0;38,25;12,75;;;;;;;
La Florida;51029;0;594,583;215,833;;;;;;;
La Florida;51030;0;519,166;194,167;;;;;;;
La Florida;51031;0;61;217,143;;;;;;;
La Florida;51101;0;547,083;198,333;;;;;;;
La Florida;51102;0;608,333;233,333;;;;;;;
La Florida;51103;0;530,833;190,417;;;;;;;
La Florida;51104;0;766,666;250,833;;;;;;;
La Florida;51105;0;764,583;27,875;;;;;;;
La Florida;51106;0;628,333;269,167;;;;;;;
La Florida;51107;0;69;29,5;;;;;;;
La Florida;51108;0;768,333;33,875;;;;;;;
La Florida;51109;0;80,125;33,375;;;;;;;
La Florida;51110;0;78,875;333,333;;;;;;;
La Florida;51111;0;79,125;322,916;;;;;;;
La Florida;51112;0;81,375;309,167;;;;;;;
La Florida;51113;0;600,833;315,417;;;;;;;
La Florida;51114;0;605,416;253,333;;;;;;;
La Florida;51115;0;55,75;21,625;;;;;;;
La Florida;51116;0;65,875;264,167;;;;;;;
La Florida;51117;0;54,125;199,167;;;;;;;
La Florida;51118;0;51;18;;;;;;;
La Florida;51119;0;665,416;295,833;;;;;;;
La Florida;51120;0;665,416;230,417;;;;;;;
La Florida;51121;0;597,916;195,833;;;;;;;
La Florida;51122;0;59,75;212,917;;;;;;;
La Florida;51123;0;207,083;100,417;;;;;;;
La Florida;51124;0;495,833;23,5;;;;;;;
La Florida;51125;0;632,916;273,333;;;;;;;
La Florida;51126;0;502,083;187,083;;;;;;;
La Florida;51127;0;347,083;162,083;;;;;;;
La Florida;51128;0;412,916;170,833;;;;;;;
La Florida;51129;0;393,333;152,273;;;;;;;
La Florida;51130;0;505,833;17,75;;;;;;;
La Florida;51201;0;52,25;185,833;;;;;;;
La Florida;51202;0;549,166;190,417;;;;;;;
La Florida;51203;0;437,083;16,875;;;;;;;
La Florida;51204;0;333,333;115,833;;;;;;;
La Florida;51205;0;425,416;159,583;;;;;;;
La Florida;51206;0;60,5;175,238;;;;;;;
La Florida;51207;0;53,125;174,167;;;;;;;
La Florida;51208;0;51,75;195,417;;;;;;;
La Florida;51209;0;544,583;222,083;;;;;;;
La Florida;51210;0;689,583;270,833;;;;;;;
La Florida;51211;0;53,375;20,625;;;;;;;
La Florida;51212;0;529,166;225,833;;;;;;;
La Florida;51213;0;607,083;22,25;;;;;;;
La Florida;51214;0;738,333;27,25;;;;;;;
La Florida;51215;0;66,375;27,625;;;;;;;
La Florida;51216;0;67,5;292,917;;;;;;;
La Florida;51217;0;880,416;35,625;;;;;;;
La Florida;51218;0;592,916;198,333;;;;;;;
La Florida;51219;0;560,416;207,083;;;;;;;
La Florida;51220;0;725,416;237,917;;;;;;;
La Florida;51221;0;692,083;253,333;;;;;;;
La Florida;51222;0;637,916;265,833;;;;;;;
La Florida;51223;0;667,916;255,417;;;;;;;
La Florida;51224;0;566,666;30,875;;;;;;;
La Florida;51225;0;600,416;26,625;;;;;;;
La Florida;51226;0;482,083;246,667;;;;;;;
La Florida;51227;0;35,375;202,917;;;;;;;
La Florida;51228;0;45,25;216,667;;;;;;;
La Florida;51229;0;55,75;227,917;;;;;;;
La Florida;51230;0;53,875;24,125;;;;;;;
La Florida;51231;0;530,416;28,25;;;;;;;
La Florida;60101;0;35,375;159,167;;;;;;;
La Florida;60102;0;429,583;17,625;;;;;;;
La Florida;60103;0;474,166;174,091;;;;;;;
La Florida;60104;0;495,833;185,417;;;;;;;
La Florida;60105;0;461,666;176,667;;;;;;;
La Florida;60106;0;405,416;172,917;;;;;;;
La Florida;60107;0;422,083;209,167;;;;;;;
La Florida;60108;0;457,083;20,125;;;;;;;
La Florida;60109;0;48,5;18,625;;;;;;;
La Florida;60110;0;384,166;146,667;;;;;;;
La Florida;60111;0;51,125;24;;;;;;;
La Florida;60112;0;701,666;335,833;;;;;;;
La Florida;60113;0;587,083;270,833;;;;;;;
La Florida;60114;0;60,75;272,083;;;;;;;
La Florida;60115;0;41,375;20,125;;;;;;;
La Florida;60116;0;582,083;271,667;;;;;;;
La Florida;60117;0;66,25;29,381;;;;;;;
La Florida;60118;0;56,125;259,583;;;;;;;
La Florida;60119;0;500,833;23,75;;;;;;;
La Florida;60120;0;52,25;248,333;;;;;;;
La Florida;60121;0;54,125;26,5;;;;;;;
La Florida;60122;0;442,083;237,917;;;;;;;
La Florida;60123;0;54,75;257,083;;;;;;;
La Florida;60124;0;57,625;25,5;;;;;;;
La Florida;60125;0;634,166;294,167;;;;;;;
La Florida;60126;0;604,166;285,417;;;;;;;
La Florida;60127;0;797,916;362,083;;;;;;;
La Florida;60128;0;690,833;419,166;;;;;;;
La Florida;60129;0;497,083;285,417;;;;;;;
La Florida;60130;0;494,166;252,083;;;;;;;
La Florida;60131;0;53,75;253,333;;;;;;;
La Florida;60201;0;502,916;28,125;;;;;;;
La Florida;60202;0;400,833;22,375;;;;;;;
La Florida;60203;0;42,125;205,417;;;;;;;
La Florida;60204;0;50,375;26,125;;;;;;;
La Florida;60205;0;424,583;23,75;;;;;;;
La Florida;60206;0;495,217;244,167;;;;;;;
La Florida;60207;0;47,625;252,083;;;;;;;
La Florida;60208;0;528,333;25,125;;;;;;;
La Florida;60209;0;598,333;28,625;;;;;;;
La Florida;60210;0;678,333;315,417;;;;;;;
La Florida;60211;0;59,25;292,917;;;;;;;
La Florida;60212;0;460,833;225,833;;;;;;;
La Florida;60213;0;51,875;235,833;;;;;;;
La Florida;60214;0;592,083;257,083;;;;;;;
La Florida;60215;0;496,666;230,417;;;;;;;
La Florida;60216;0;461,666;22,125;;;;;;;
La Florida;60217;0;46,625;227,083;;;;;;;
La Florida;60218;0;417,916;210,417;;;;;;;
La Florida;60219;0;337,083;171,667;;;;;;;
La Florida;60220;0;427,916;195,417;;;;;;;
La Florida;60221;0;489,583;28;;;;;;;
La Florida;60222;0;412,916;18;;;;;;;
La Florida;60223;0;49,375;225,833;;;;;;;
La Florida;60224;0;56,375;259,167;;;;;;;
La Florida;60225;0;53,625;274,167;;;;;;;
La Florida;60226;0;41,375;23,375;;;;;;;
La Florida;60227;0;442,916;215,417;;;;;;;
La Florida;60228;0;517,916;209,167;;;;;;;
La Florida;60301;0;474,583;21,75;;;;;;;
La Florida;60302;0;41,75;19,75;;;;;;;
La Florida;60303;0;58,75;27,5;;;;;;;
La Florida;60304;0;479,583;27,75;;;;;;;
La Florida;60305;0;520,833;27,25;;;;;;;
La Florida;60306;0;642,104;223,333;;;;;;;
La Florida;60307;0;567,083;163,684;;;;;;;
La Florida;60308;0;76;31,125;;;;;;;
La Florida;60309;0;812,916;33,625;;;;;;;
La Florida;60310;0;77,5;329,583;;;;;;;
La Florida;60311;0;912,083;41;;;;;;;
La Florida;60312;0;716,666;310,833;;;;;;;
La Florida;60313;0;677,916;29,25;;;;;;;
La Florida;60314;0;632,916;24,375;;;;;;;
La Florida;60315;0;47;20;;;;;;;
La Florida;60316;0;63,75;272,917;;;;;;;
La Florida;60317;0;977,083;439,166;;;;;;;
La Florida;60318;0;98;466,666;;;;;;;
La Florida;60319;0;873,333;393,333;;;;;;;
La Florida;60320;0;761,666;31,375;;;;;;;
La Florida;60321;0;729,583;342,222;;;;;;;
La Florida;60322;0;885,416;395,416;;;;;;;
La Florida;60323;0;87,1;382,083;;;;;;;
La Florida;60324;0;104,083;40,125;;;;;;;
La Florida;60325;0;117,208;46,875;;;;;;;
La Florida;60326;0;83,25;332,083;;;;;;;
La Florida;60327;0;106,625;38;;;;;;;
La Florida;60328;0;103,458;434,545;;;;;;;
La Florida;60329;0;103,583;43,5;;;;;;;
La Florida;60330;0;93;429,166;;;;;;;
La Florida;60331;0;129,625;549,583;;;;;;;
La Florida;60401;0;112;49,125;;;;;;;
La Florida;60402;0;109,458;554,583;;;;;;;
La Florida;60403;0;106,708;510,416;;;;;;;
La Florida;60404;0;113,5;379,091;;;;;;;
La Florida;60405;0;102,417;36,375;;;;;;;
La Florida;60406;0;105,667;346,666;;;;;;;
La Florida;60407;0;116,875;44;;;;;;;
La Florida;60408;0;127,542;443,333;;;;;;;
La Florida;60409;0;102,792;323,333;;;;;;;
La Florida;60410;0;100,917;355,416;;;;;;;
La Florida;60411;0;85,125;354,166;;;;;;;
La Florida;60412;0;887,083;399,166;;;;;;;
La Florida;60413;0;38,375;147,083;;;;;;;
La Florida;60414;0;447,083;217,917;;;;;;;
La Florida;60415;0;700,833;322,916;;;;;;;
La Florida;60416;0;72,5;310,833;;;;;;;
La Florida;60417;0;107,333;422,916;;;;;;;
La Florida;60418;0;151,833;599,166;;;;;;;
La Florida;60419;0;139,375;50;;;;;;;
La Florida;60420;0;511,666;20,125;;;;;;;
La Florida;60421;0;107,208;38;;;;;;;
La Florida;60422;0;107,542;374,583;;;;;;;
La Florida;60423;0;820,833;314,167;;;;;;;
La Florida;60424;0;914,583;37;;;;;;;
La Florida;60425;0;107,714;399,166;;;;;;;
La Florida;60426;0;138,625;554,166;;;;;;;
La Florida;60427;0;110,417;472,916;;;;;;;
La Florida;60428;0;134;64,375;;;;;;;
La Florida;60429;0;175,042;765,416;;;;;;;
La Florida;60430;0;125;57,75;;;;;;;
La Florida;60501;0;915,416;425,416;;;;;;;
La Florida;60502;0;156,333;68,375;;;;;;;
La Florida;60503;0;112,458;497,083;;;;;;;
La Florida;60504;0;959,583;459,545;;;;;;;
La Florida;60505;0;115,458;665,833;;;;;;;
La Florida;60506;0;177,208;80,75;;;;;;;
La Florida;60507;0;125,958;528,333;;;;;;;
La Florida;60508;0;132,75;550,416;;;;;;;
La Florida;60509;0;164,625;690,833;;;;;;;
La Florida;60510;0;179,208;78,625;;;;;;;
La Florida;60511;0;198,292;894,545;;;;;;;
La Florida;60512;0;177,417;990,416;;;;;;;
La Florida;60513;0;161,25;822,083;;;;;;;
La Florida;60514;0;118,042;78,125;;;;;;;
La Florida;60515;0;118,625;739,166;;;;;;;
La Florida;60516;0;82;463,333;;;;;;;
La Florida;60517;0;787,916;40,875;;;;;;;
La Florida;60518;0;102,875;435,833;;;;;;;
La Florida;60519;0;210,792;102,375;;;;;;;
La Florida;60520;0;210,083;111,167;;;;;;;
La Florida;60521;0;130,333;70,375;;;;;;;
La Florida;60522;0;146,417;65,75;;;;;;;
La Florida;60523;0;119,75;44,875;;;;;;;
La Florida;60524;0;106,542;47,125;;;;;;;
La Florida;60525;0;812,083;34,25;;;;;;;
La Florida;60526;0;396,666;225,417;;;;;;;
La Florida;60527;0;102,208;517,916;;;;;;;
La Florida;60528;0;695,416;319,583;;;;;;;
La Florida;60529;0;815,416;414,285;;;;;;;
La Florida;60530;0;103,042;400,416;;;;;;;
La Florida;60531;0;126,708;530,833;;;;;;;
La Florida;60601;0;133,125;60,625;;;;;;;
La Florida;60602;0;153,125;73,25;;;;;;;
La Florida;60603;0;109,25;530,416;;;;;;;
La Florida;60604;0;860,416;482,083;;;;;;;
La Florida;60605;0;64,375;40,125;;;;;;;
La Florida;60606;0;871,666;53,375;;;;;;;
La Florida;60607;0;467,916;194,583;;;;;;;
La Florida;60608;0;176,667;14,375;;;;;;;
La Florida;60609;0;356,666;21,5;;;;;;;
La Florida;60610;0;105,458;481,666;;;;;;;
La Florida;60611;0;130,917;64,875;;;;;;;
La Florida;60612;0;102,25;514,583;;;;;;;
La Florida;60613;0;159,375;680,833;;;;;;;
La Florida;60614;0;130,958;54,875;;;;;;;
La Florida;60615;0;146,087;596,666;;;;;;;
La Florida;60616;0;104,708;471,666;;;;;;;
La Florida;60617;0;720,833;440,416;;;;;;;
La Florida;60618;0;103,75;538,333;;;;;;;
La Florida;60619;0;123,458;624,583;;;;;;;
La Florida;60620;0;972,083;51;;;;;;;
La Florida;60621;0;130,208;580,833;;;;;;;
La Florida;60622;0;116,5;445,833;;;;;;;
La Florida;60623;0;111,417;517,083;;;;;;;
La Florida;60624;0;791,666;413,333;;;;;;;
La Florida;60625;0;750,416;35;;;;;;;
La Florida;60626;0;872,083;372,083;;;;;;;
La Florida;60627;0;64,625;30;;;;;;;
La Florida;60628;0;120,167;59;;;;;;;
La Florida;60629;0;98;608,333;;;;;;;
La Florida;60630;0;161,667;86,25;;;;;;;
La Florida;60701;0;119,792;63,625;;;;;;;
La Florida;60702;0;621,666;289,167;;;;;;;
La Florida;60703;0;100,167;384,166;;;;;;;
La Florida;60704;0;136,792;446,666;;;;;;;
La Florida;60705;0;976,666;49;;;;;;;
La Florida;60706;0;72,375;33,875;;;;;;;
La Florida;60707;0;260,417;11,875;;;;;;;
La Florida;60708;0;239,167;158,333;;;;;;;
La Florida;60709;0;50,375;314,583;;;;;;;
La Florida;60710;0;102,125;439,166;;;;;;;
La Florida;60711;0;321,666;156,667;;;;;;;
La Florida;60712;0;16,25;117,917;;;;;;;
La Florida;60713;0;482,083;297,917;;;;;;;
La Florida;60714;0;125,696;60,5;;;;;;;
La Florida;60715;0;121,667;497,083;;;;;;;
La Florida;60716;0;934,166;468,333;;;;;;;
La Florida;60717;0;102,625;440,476;;;;;;;
La Florida;60718;0;115,917;48,125;;;;;;;
La Florida;60719;0;106,875;456,666;;;;;;;
La Florida;60720;0;702,916;34,5;;;;;;;
La Florida;60721;0;645,833;347,916;;;;;;;
La Florida;60722;0;371,666;237,083;;;;;;;
La Florida;60723;0;488,333;242,917;;;;;;;
La Florida;60724;0;637,083;40,25;;;;;;;
La Florida;60725;0;452,916;332,083;;;;;;;
La Florida;60726;0;207,083;147,917;;;;;;;
La Florida;60727;0;489,166;273,333;;;;;;;
La Florida;60728;0;101,667;47,875;;;;;;;
La Florida;60729;0;109,375;603,333;;;;;;;
La Florida;60730;0;910,416;527,083;;;;;;;
La Florida;60731;0;110,292;576,666;;;;;;;
La Florida;60801;0;199,25;896,666;;;;;;;
La Florida;60802;0;111,375;551,666;;;;;;;
La Florida;60803;0;106,042;489,166;;;;;;;
La Florida;60804;0;708,333;347,916;;;;;;;
La Florida;60805;0;144,792;757,916;;;;;;;
La Florida;60806;0;609,166;391,111;;;;;;;
La Florida;60807;0;359,583;24,75;;;;;;;
La Florida;60808;0;477,916;225,417;;;;;;;
La Florida;60809;0;340,833;180,417;;;;;;;
La Florida;60810;0;78,5;38,375;;;;;;;
La Florida;60811;0;208,333;142,083;;;;;;;
La Florida;60812;0;975,833;472,083;;;;;;;
La Florida;60813;0;382,083;217,917;;;;;;;
La Florida;60814;0;510,416;31,375;;;;;;;
La Florida;60815;0;667,083;396,666;;;;;;;
La Florida;60816;0;830,833;462,083;;;;;;;
La Florida;60817;0;989,583;445,416;;;;;;;
La Florida;60818;0;108,417;49,125;;;;;;;
La Florida;60819;0;94,5;374,166;;;;;;;
La Florida;60820;0;785,833;315,833;;;;;;;
La Florida;60821;0;85,75;351,666;;;;;;;
La Florida;60822;0;974,166;45,25;;;;;;;
La Florida;60823;0;841,666;470,833;;;;;;;
La Florida;60824;0;50,5;330,833;;;;;;;
La Florida;60825;0;49,375;27,375;;;;;;;
La Florida;60826;0;797,083;447,083;;;;;;;
La Florida;60827;0;537,916;314,583;;;;;;;
La Florida;60828;0;694,166;300,833;;;;;;;
La Florida;60829;0;58;343,333;;;;;;;
La Florida;60830;0;49,5;235,833;;;;;;;
La Florida;60831;0;590,416;215,417;;;;;;;
La Florida;60901;0;460,833;242,917;;;;;;;
La Florida;60902;0;87,875;457,916;;;;;;;
La Florida;60903;0;76,5;380,416;;;;;;;
La Florida;60904;0;88,625;33,375;;;;;;;
La Florida;60905;0;860,833;360,416;;;;;;;
La Florida;60906;0;988,333;374,583;;;;;;;
La Florida;60907;0;678,333;26,625;;;;;;;
La Florida;60908;0;66,25;272,083;;;;;;;
La Florida;60909;0;869,166;37,875;;;;;;;
La Florida;60910;0;50,875;191,667;;;;;;;
La Florida;60911;0;230,417;909,999;;;;;;;
La Florida;60912;0;;327,368;;;;;;;
La Florida;60913;0;49,5;20,125;;;;;;;
La Florida;60914;0;60,75;286,667;;;;;;;
La Florida;60915;0;807,916;398,095;;;;;;;
La Florida;60916;0;862,083;409,583;;;;;;;
La Florida;60917;0;816,666;425,833;;;;;;;
La Florida;60918;0;568,333;332,916;;;;;;;
La Florida;60919;0;34,125;262,917;;;;;;;
La Florida;60920;0;48,75;22,75;;;;;;;
La Florida;60921;0;604,166;28,375;;;;;;;
La Florida;60922;0;367,916;15,875;;;;;;;
La Florida;60923;0;701,666;314,167;;;;;;;
La Florida;60924;0;61,75;232,917;;;;;;;
La Florida;60925;0;582,916;219,583;;;;;;;
La Florida;60926;0;692,916;38,75;;;;;;;
La Florida;60927;0;84,25;360,416;;;;;;;
La Florida;60928;0;87,625;37,375;;;;;;;
La Florida;60929;0;81,875;35,125;;;;;;;
La Florida;60930;0;737,916;325,833;;;;;;;
La Florida;61001;0;715,416;34,875;;;;;;;
La Florida;61002;0;686,666;300,417;;;;;;;
La Florida;61003;0;522,083;189,048;;;;;;;
La Florida;61004;0;34;13,5;;;;;;;
La Florida;61005;0;462,916;176,667;;;;;;;
La Florida;61006;0;712,916;246,667;;;;;;;
La Florida;61007;0;745,416;268,333;;;;;;;
La Florida;61008;0;592,083;22,25;;;;;;;
La Florida;61009;0;532,083;19,75;;;;;;;
La Florida;61010;0;58,5;20,125;;;;;;;
La Florida;61011;0;59,875;224,167;;;;;;;
La Florida;61012;0;502,083;203,333;;;;;;;
La Florida;61013;0;264,583;150,833;;;;;;;
La Florida;61014;0;255,417;13,125;;;;;;;
La Florida;61015;0;443,333;206,667;;;;;;;
La Florida;61016;0;50,125;207,917;;;;;;;
La Florida;61017;0;53,875;24,125;;;;;;;
La Florida;61018;0;65,125;359,166;;;;;;;
La Florida;61019;0;612,083;26;;;;;;;
La Florida;61020;0;636,666;262,727;;;;;;;
La Florida;61021;0;649,583;292,083;;;;;;;
La Florida;61022;0;533,333;244,583;;;;;;;
La Florida;61023;0;550,833;22,25;;;;;;;
La Florida;61024;0;430,833;15,75;;;;;;;
La Florida;61025;0;644,761;20,5;;;;;;;
La Florida;61026;0;468,333;14,75;;;;;;;
La Florida;61027;0;370,833;171,667;;;;;;;
La Florida;61028;0;42,25;181,667;;;;;;;
La Florida;61029;0;314,167;125,417;;;;;;;
La Florida;61030;0;335,833;116,667;;;;;;;
La Florida;61031;0;49,875;18,25;;;;;;;
La Florida;61101;0;58,875;230,417;;;;;;;
La Florida;61102;0;694,166;26,75;;;;;;;
La Florida;61103;0;833,333;32,25;;;;;;;
La Florida;61104;0;600,833;227,917;;;;;;;
La Florida;61105;0;269,583;14;;;;;;;
La Florida;61106;0;50;207,083;;;;;;;
La Florida;61107;0;556,666;21,5;;;;;;;
La Florida;61108;0;540,416;204,583;;;;;;;
La Florida;61109;0;722,083;271,667;;;;;;;
La Florida;61110;0;708,333;305,833;;;;;;;
La Florida;61111;0;72,5;35,375;;;;;;;
La Florida;61112;0;43,25;23,375;;;;;;;
La Florida;61113;0;46,5;182,083;;;;;;;
La Florida;61114;0;40,875;138,333;;;;;;;
La Florida;61115;0;494,583;14,65;;;;;;;
La Florida;61116;0;45;144,583;;;;;;;
La Florida;61117;0;396,666;124,167;;;;;;;
La Florida;61118;0;529,583;19,625;;;;;;;
La Florida;61119;0;623,125;240,417;;;;;;;
La Florida;61120;0;640,625;247,083;;;;;;;
La Florida;61121;0;723,541;309,167;;;;;;;
La Florida;61122;0;742,083;280,833;;;;;;;
La Florida;61123;0;714,166;281,667;;;;;;;
La Florida;61124;0;684,166;260,417;;;;;;;
La Florida;61125;0;64,375;22,75;;;;;;;
La Florida;61126;0;548,333;199,583;;;;;;;
La Florida;61127;0;599,166;237,917;;;;;;;
La Florida;61128;0;70,875;265,833;;;;;;;
La Florida;61129;0;708,333;26;;;;;;;
La Florida;61130;0;742,916;259,167;;;;;;;
La Florida;61201;0;769,583;417,916;;;;;;;
La Florida;61202;0;573,333;229,583;;;;;;;
La Florida;61203;0;522,916;206,667;;;;;;;
La Florida;61204;0;57,75;21,25;;;;;;;
La Florida;61205;0;707,916;288,333;;;;;;;
La Florida;61206;0;68,5;26,125;;;;;;;
La Florida;61207;0;777,916;296,667;;;;;;;
La Florida;61208;0;600,416;25,5;;;;;;;
La Florida;61209;0;577,083;218,333;;;;;;;
La Florida;61210;0;529,166;222,083;;;;;;;
La Florida;61211;0;590,833;24,125;;;;;;;
La Florida;61212;0;560,833;214,583;;;;;;;
La Florida;61213;0;517,083;204,167;;;;;;;
La Florida;61214;0;502,916;190,417;;;;;;;
La Florida;61215;0;50,25;229,167;;;;;;;
La Florida;61216;0;38,75;230,417;;;;;;;
La Florida;61217;0;460,833;240,417;;;;;;;
La Florida;61218;0;511,666;249,167;;;;;;;
La Florida;61219;0;567,083;28,25;;;;;;;
La Florida;61220;0;62;300,833;;;;;;;
La Florida;61221;0;67,5;353,333;;;;;;;
La Florida;61222;0;752,083;403,333;;;;;;;
La Florida;61223;0;727,916;33,5;;;;;;;
La Florida;61224;0;477,083;24,125;;;;;;;
La Florida;61225;0;411,666;210,833;;;;;;;
La Florida;61226;0;512,916;24,5;;;;;;;
La Florida;61227;0;56,5;28,125;;;;;;;
La Florida;61228;0;81,125;42,5;;;;;;;
La Florida;61229;0;865,833;42,25;;;;;;;
La Florida;61230;0;77,625;387,083;;;;;;;
La Florida;61231;0;60,625;331,739;;;;;;;
La Florida;70101;0;425,416;220,417;;;;;;;
La Florida;70102;0;50,75;275,833;;;;;;;
La Florida;70103;0;682,916;266,818;;;;;;;
La Florida;70104;0;807,916;297,917;;;;;;;
La Florida;70105;0;90,875;39,25;;;;;;;
La Florida;70106;0;590,833;236,667;;;;;;;
La Florida;70107;0;38,5;17;;;;;;;
La Florida;70108;0;57,125;217,083;;;;;;;
La Florida;70109;0;653,333;230,833;;;;;;;
La Florida;70110;0;69,5;25,25;;;;;;;
La Florida;70111;0;713,333;264,167;;;;;;;
La Florida;70112;0;829,583;31,375;;;;;;;
La Florida;70113;0;864,166;306,667;;;;;;;
La Florida;70114;0;67,375;250,833;;;;;;;
La Florida;70115;0;56;197,917;;;;;;;
La Florida;70116;0;590,833;22,875;;;;;;;
La Florida;70117;0;592,916;224,167;;;;;;;
La Florida;70118;0;688,333;259,583;;;;;;;
La Florida;70119;0;64,625;31,5;;;;;;;
La Florida;70120;0;54,75;20,375;;;;;;;
La Florida;70121;0;37,25;137,917;;;;;;;
La Florida;70122;0;409,166;13,5;;;;;;;
La Florida;70123;0;444,166;147,917;;;;;;;
La Florida;70124;0;51,375;164,583;;;;;;;
La Florida;70125;0;453,333;136,667;;;;;;;
La Florida;70126;0;482,916;15,125;;;;;;;
La Florida;70127;0;48,5;181,667;;;;;;;
La Florida;70128;0;425,833;14,375;;;;;;;
La Florida;70129;0;55,75;19,375;;;;;;;
La Florida;70130;0;643,333;209,583;;;;;;;
La Florida;70131;0;805,833;274,167;;;;;;;
La Florida;70201;0;803,333;266,667;;;;;;;
La Florida;70202;0;792,083;274,583;;;;;;;
La Florida;70203;0;60,5;21,25;;;;;;;
La Florida;70204;0;489,166;18,25;;;;;;;
La Florida;70205;0;506,666;205,833;;;;;;;
La Florida;70206;0;54;234,167;;;;;;;
La Florida;70207;0;610,833;21,25;;;;;;;
La Florida;70208;0;652,916;21,125;;;;;;;
La Florida;70209;0;754,166;24,875;;;;;;;
La Florida;70210;0;749,583;24,625;;;;;;;
La Florida;70211;0;66,125;329,583;;;;;;;
La Florida;70212;0;58,875;200,417;;;;;;;
La Florida;70213;0;535,833;189,167;;;;;;;
La Florida;70214;0;50,875;175,833;;;;;;;
La Florida;70215;0;452,916;140,833;;;;;;;
La Florida;70216;0;244,583;833,333;;;;;;;
La Florida;70217;0;554,166;195,833;;;;;;;
La Florida;70218;0;473,333;185,833;;;;;;;
La Florida;70219;0;40;157,083;;;;;;;
La Florida;70220;0;474,166;172,917;;;;;;;
La Florida;70221;0;364,583;139,583;;;;;;;
La Florida;70222;0;576,666;212,083;;;;;;;
La Florida;70223;0;740,833;247,917;;;;;;;
La Florida;70224;0;72,625;29,125;;;;;;;
La Florida;70225;0;58,375;21;;;;;;;
La Florida;70226;0;642,916;219,583;;;;;;;
La Florida;70227;0;685,416;267,917;;;;;;;
La Florida;70228;0;64,421;21;;;;;;;
La Florida;70301;0;669,583;210,417;;;;;;;
La Florida;70302;0;724,583;22,25;;;;;;;
La Florida;70303;0;76,125;266,667;;;;;;;
La Florida;70304;0;629,166;22,25;;;;;;;
La Florida;70305;0;77,875;273,333;;;;;;;
La Florida;70306;0;799,166;29,5;;;;;;;
La Florida;70307;0;682,083;26,375;;;;;;;
La Florida;70308;0;539,166;185,417;;;;;;;
La Florida;70309;0;78;23,15;;;;;;;
La Florida;70310;0;894,166;286,667;;;;;;;
La Florida;70311;0;632,916;229,167;;;;;;;
La Florida;70312;0;70,625;23,375;;;;;;;
La Florida;70313;0;67,625;23,875;;;;;;;
La Florida;70314;0;659,166;25,875;;;;;;;
La Florida;70315;0;814,583;294,737;;;;;;;
La Florida;70316;0;787,083;28,375;;;;;;;
La Florida;70317;0;92,75;314,583;;;;;;;
La Florida;70318;0;732,916;269,583;;;;;;;
La Florida;70319;0;70;290,833;;;;;;;
La Florida;70320;0;727,727;301,667;;;;;;;
La Florida;70321;0;667,083;276,667;;;;;;;
La Florida;70322;0;76,125;363,333;;;;;;;
La Florida;70323;0;108,75;343,333;;;;;;;
